MaSV,HoTen,Diem
SV5600,Le Van S0,8.76
SV5601,Nguyen Van S1,4.33
SV5602,Tran Thi S2,8.68
SV5603,Le Van S3,6.03
SV5604,Nguyen Van S4,6.72
SV5605,Tran Thi S5,9.57
SV5606,Le Van S6,6.06
SV5607,Nguyen Van S7,8.65
SV5608,Tran Thi S8,6.9
SV5609,Le Van S9,9.09
SV5610,Nguyen Van S0,4.67
SV5611,Tran Thi S1,7.89
SV5612,Le Van S2,6.29
SV5613,Nguyen Van S3,7.96
SV5614,Tran Thi S4,6.19
SV5615,Le Van S5,9.46
SV5616,Nguyen Van S6,8.43
SV5617,Tran Thi S7,4.32
SV5618,Le Van S8,5.19
SV5619,Nguyen Van S9,9.8
SV5620,Tran Thi S0,5.53
SV5621,Le Van S1,7.13
SV5622,Nguyen Van S2,6.38
SV5623,Tran Thi S3,4.44
SV5624,Le Van S4,9.73
SV5625,Nguyen Van S5,4.31
SV5626,Tran Thi S6,8.63
SV5627,Le Van S7,9.5
SV5628,Nguyen Van S8,4.75
SV5629,Tran Thi S9,6.49
SV5630,Le Van S0,8.68
SV5631,Nguyen Van S1,6.57
SV5632,Tran Thi S2,7
SV5633,Le Van S3,7.37
SV5634,Nguyen Van S4,6.45
SV5635,Tran Thi S5,9.09
SV5636,Le Van S6,4.93
SV5637,Nguyen Van S7,5.23
SV5638,Tran Thi S8,8.74
SV5639,Le Van S9,4.8
SV5640,Nguyen Van S0,9.52
SV5641,Tran Thi S1,5.3
SV5642,Le Van S2,5.04
SV5643,Nguyen Van S3,7.89
SV5644,Tran Thi S4,4.26
SV5645,Le Van S5,7.12
SV5646,Nguyen Van S6,9.55
SV5647,Tran Thi S7,4.54
SV5648,Le Van S8,6.69
SV5649,Nguyen Van S9,6.9
SV5650,Tran Thi S0,7.33
SV5651,Le Van S1,5.79
SV5652,Nguyen Van S2,4.19
SV5653,Tran Thi S3,6.66
SV5654,Le Van S4,4.83
SV5655,Nguyen Van S5,7.87
SV5656,Tran Thi S6,8.21
SV5657,Le Van S7,5.32
SV5658,Nguyen Van S8,7.86
SV5659,Tran Thi S9,7.09
SV5660,Le Van S0,6.34
SV5661,Nguyen Van S1,5.99
SV5662,Tran Thi S2,4.06
SV5663,Le Van S3,4.64
SV5664,Nguyen Van S4,5.22
SV5665,Tran Thi S5,4.97
SV5666,Le Van S6,6.13
SV5667,Nguyen Van S7,4.17
SV5668,Tran Thi S8,5.46
SV5669,Le Van S9,4.1
SV5670,Nguyen Van S0,7.63
SV5671,Tran Thi S1,6.52
SV5672,Le Van S2,9.58
SV5673,Nguyen Van S3,6.5
SV5674,Tran Thi S4,9.92
SV5675,Le Van S5,9.04
SV5676,Nguyen Van S6,8.94
SV5677,Tran Thi S7,5.62
SV5678,Le Van S8,5.05
SV5679,Nguyen Van S9,6.49
SV5680,Tran Thi S0,9.97
SV5681,Le Van S1,7.78
SV5682,Nguyen Van S2,8.27
SV5683,Tran Thi S3,5.38
SV5684,Le Van S4,9.57
SV5685,Nguyen Van S5,9.8
SV5686,Tran Thi S6,7.06
SV5687,Le Van S7,9.78
SV5688,Nguyen Van S8,7.39
SV5689,Tran Thi S9,9.52
SV5690,Le Van S0,5.59
SV5691,Nguyen Van S1,7.35
SV5692,Tran Thi S2,7.84
SV5693,Le Van S3,7.74
SV5694,Nguyen Van S4,7.47
SV5695,Tran Thi S5,6.68
SV5696,Le Van S6,5.59
SV5697,Nguyen Van S7,5.53
SV5698,Tran Thi S8,5.39
SV5699,Le Van S9,8.62
SV5700,Nguyen Van S0,9.34
SV5701,Tran Thi S1,9.76
SV5702,Le Van S2,8.78
SV5703,Nguyen Van S3,4.15
SV5704,Tran Thi S4,4.45
SV5705,Le Van S5,4.08
SV5706,Nguyen Van S6,8.19
SV5707,Tran Thi S7,8.73
SV5708,Le Van S8,6.2
SV5709,Nguyen Van S9,5.59
SV5710,Tran Thi S0,8.12
SV5711,Le Van S1,4.05
SV5712,Nguyen Van S2,7.4
SV5713,Tran Thi S3,9.75
SV5714,Le Van S4,8.84
SV5715,Nguyen Van S5,4.11
SV5716,Tran Thi S6,7.88
SV5717,Le Van S7,7.22
SV5718,Nguyen Van S8,9.56
SV5719,Tran Thi S9,5.69
SV5720,Le Van S0,7.76
SV5721,Nguyen Van S1,8.24
SV5722,Tran Thi S2,7.15
SV5723,Le Van S3,4.19
SV5724,Nguyen Van S4,8.96
SV5725,Tran Thi S5,7.73
SV5726,Le Van S6,7.63
SV5727,Nguyen Van S7,4.78
SV5728,Tran Thi S8,6.11
SV5729,Le Van S9,6.22
SV5730,Nguyen Van S0,6.26
SV5731,Tran Thi S1,9.1
SV5732,Le Van S2,8.65
SV5733,Nguyen Van S3,4.3
SV5734,Tran Thi S4,6
SV5735,Le Van S5,8.19
SV5736,Nguyen Van S6,9.44
SV5737,Tran Thi S7,8.34
SV5738,Le Van S8,9.85
SV5739,Nguyen Van S9,7.23
SV5740,Tran Thi S0,7.75
SV5741,Le Van S1,6.73
SV5742,Nguyen Van S2,8.11
SV5743,Tran Thi S3,9.05
SV5744,Le Van S4,9.96
SV5745,Nguyen Van S5,5.87
SV5746,Tran Thi S6,8.17
SV5747,Le Van S7,4.65
SV5748,Nguyen Van S8,8.29
SV5749,Tran Thi S9,8.59
SV5750,Le Van S0,5.73
SV5751,Nguyen Van S1,4.57
SV5752,Tran Thi S2,4.84
SV5753,Le Van S3,8.07
SV5754,Nguyen Van S4,4.61
SV5755,Tran Thi S5,7.22
SV5756,Le Van S6,5.09
SV5757,Nguyen Van S7,5.3
SV5758,Tran Thi S8,8.79
SV5759,Le Van S9,4.58
SV5760,Nguyen Van S0,8.73
SV5761,Tran Thi S1,5.54
SV5762,Le Van S2,4.33
SV5763,Nguyen Van S3,5.55
SV5764,Tran Thi S4,7.14
SV5765,Le Van S5,7.88
SV5766,Nguyen Van S6,4.13
SV5767,Tran Thi S7,6.7
SV5768,Le Van S8,4.63
SV5769,Nguyen Van S9,6.74
SV5770,Tran Thi S0,7.67
SV5771,Le Van S1,6.73
SV5772,Nguyen Van S2,5.15
SV5773,Tran Thi S3,7.21
SV5774,Le Van S4,5.57
SV5775,Nguyen Van S5,6.54
SV5776,Tran Thi S6,9.21
SV5777,Le Van S7,4.33
SV5778,Nguyen Van S8,6.97
SV5779,Tran Thi S9,8.69
SV5780,Le Van S0,9.22
SV5781,Nguyen Van S1,6.36
SV5782,Tran Thi S2,4.87
SV5783,Le Van S3,6.65
SV5784,Nguyen Van S4,8.56
SV5785,Tran Thi S5,4.08
SV5786,Le Van S6,9.11
SV5787,Nguyen Van S7,9.97
SV5788,Tran Thi S8,8.44
SV5789,Le Van S9,7.82
SV5790,Nguyen Van S0,5.79
SV5791,Tran Thi S1,5.34
SV5792,Le Van S2,7.51
SV5793,Nguyen Van S3,4.27
SV5794,Tran Thi S4,5.27
SV5795,Le Van S5,7.23
SV5796,Nguyen Van S6,5.09
SV5797,Tran Thi S7,9.73
SV5798,Le Van S8,7.68
SV5799,Nguyen Van S9,4.19
SV5800,Tran Thi S0,8.74
SV5801,Le Van S1,8.55
SV5802,Nguyen Van S2,7.04
SV5803,Tran Thi S3,4.45
SV5804,Le Van S4,7.14
SV5805,Nguyen Van S5,8.44
SV5806,Tran Thi S6,5.49
SV5807,Le Van S7,6.39
SV5808,Nguyen Van S8,8.23
SV5809,Tran Thi S9,7.9
SV5810,Le Van S0,8.15
SV5811,Nguyen Van S1,9.75
SV5812,Tran Thi S2,6.86
SV5813,Le Van S3,7.31
SV5814,Nguyen Van S4,5.76
SV5815,Tran Thi S5,4.22
SV5816,Le Van S6,8.85
SV5817,Nguyen Van S7,4.41
SV5818,Nguyen Van S8,5.58
SV5819,Tran Thi S9,7.09
SV5820,Le Van S0,7.41
SV5821,Nguyen Van S1,8.66
SV5822,Tran Thi S2,9.97
SV5823,Le Van S3,4.15
SV5824,Nguyen Van S4,9.49
SV5825,Tran Thi S5,4.93
SV5826,Le Van S6,5.11
SV5827,Nguyen Van S7,7.37
SV5828,Tran Thi S8,7.75
SV5829,Le Van S9,5.77
SV5830,Nguyen Van S0,5.48
SV5831,Tran Thi S1,9.11
SV5832,Le Van S2,8.39
SV5833,Nguyen Van S3,7.56
SV5834,Tran Thi S4,8.53
SV5835,Le Van S5,7.2
SV5836,Nguyen Van S6,6.41
SV5837,Tran Thi S7,5.1
SV5838,Le Van S8,7.98
SV5839,Nguyen Van S9,6.57
SV5840,Tran Thi S0,4.03
SV5841,Le Van S1,4.88
SV5842,Nguyen Van S2,5.31
SV5843,Tran Thi S3,7.22
SV5844,Le Van S4,7.11
SV5845,Nguyen Van S5,5.56
SV5846,Tran Thi S6,5.24
SV5847,Le Van S7,5.33
SV5848,Nguyen Van S8,8.64
SV5849,Tran Thi S9,5
SV5850,Le Van S0,4.4
SV5851,Nguyen Van S1,8.05
SV5852,Tran Thi S2,8.93
SV5853,Le Van S3,8.63
SV5854,Nguyen Van S4,5.35
SV5855,Tran Thi S5,7.36
SV5856,Le Van S6,6.3
SV5857,Nguyen Van S7,5.55
SV5858,Tran Thi S8,8.86
SV5859,Le Van S9,4.61
SV5860,Nguyen Van S0,8.2
SV5861,Tran Thi S1,6.96
SV5862,Le Van S2,9.18
SV5863,Nguyen Van S3,7.25
SV5864,Tran Thi S4,7.59
SV5865,Le Van S5,8.96
SV5866,Nguyen Van S6,9.5
SV5867,Tran Thi S7,5.25
SV5868,Le Van S8,5.83
SV5869,Nguyen Van S9,9.3
SV5870,Tran Thi S0,8.92
SV5871,Le Van S1,7.62
SV5872,Nguyen Van S2,9.38
SV5873,Tran Thi S3,6.1
SV5874,Le Van S4,9.81
SV5875,Nguyen Van S5,5.71
SV5876,Tran Thi S6,9.91
SV5877,Le Van S7,7.86
SV5878,Nguyen Van S8,6.04
SV5879,Tran Thi S9,7.38
SV5880,Le Van S0,9.76
SV5881,Nguyen Van S1,4.66
SV5882,Tran Thi S2,4.85
SV5883,Le Van S3,9.59
SV5884,Nguyen Van S4,8.89
SV5885,Tran Thi S5,7.65
SV5886,Le Van S6,4.18
SV5887,Nguyen Van S7,9.06
SV5888,Tran Thi S8,6.58
SV5889,Le Van S9,8.9
SV5890,Nguyen Van S0,4.14
SV5891,Tran Thi S1,5.01
SV5892,Le Van S2,7.4
SV5893,Nguyen Van S3,5.47
SV5894,Tran Thi S4,6.96
SV5895,Le Van S5,8.62
SV5896,Nguyen Van S6,5.91
SV5897,Tran Thi S7,7.68
SV5898,Le Van S8,8.45
SV5899,Nguyen Van S9,4.09
SV5900,Tran Thi S0,9.86
SV5901,Le Van S1,9.01
SV5902,Nguyen Van S2,7.01
SV5903,Tran Thi S3,9.42
SV5904,Le Van S4,4.15
SV5905,Nguyen Van S5,7.32
SV5906,Tran Thi S6,5.6
SV5907,Le Van S7,4.82
SV5908,Nguyen Van S8,9.68
SV5909,Tran Thi S9,7.01
SV5910,Le Van S0,7.05
SV5911,Nguyen Van S1,9.97
SV5912,Tran Thi S2,4.21
SV5913,Le Van S3,5.82
SV5914,Nguyen Van S4,8.65
SV5915,Tran Thi S5,4.15
SV5916,Le Van S6,9.01
SV5917,Nguyen Van S7,6.52
SV5918,Tran Thi S8,6.83
SV5919,Le Van S9,9.83
SV5920,Nguyen Van S0,7.54
SV5921,Tran Thi S1,7.04
SV5922,Le Van S2,9.62
SV5923,Nguyen Van S3,9.82
SV5924,Tran Thi S4,6.91
SV5925,Le Van S5,4.33
SV5926,Nguyen Van S6,7.92
SV5927,Tran Thi S7,5.34
SV5928,Le Van S8,7.31
SV5929,Nguyen Van S9,5.5
SV5930,Tran Thi S0,8.5
SV5931,Le Van S1,9.31
SV5932,Nguyen Van S2,8.99
SV5933,Tran Thi S3,4.1
SV5934,Le Van S4,9.8
SV5935,Nguyen Van S5,4.21
SV5936,Tran Thi S6,9.02
SV5937,Le Van S7,8.94
SV5938,Nguyen Van S8,6.07
SV5939,Tran Thi S9,6.47
SV5940,Le Van S0,6.74
SV5941,Nguyen Van S1,6.7
SV5942,Tran Thi S2,9.95
SV5943,Le Van S3,6.53
SV5944,Nguyen Van S4,5
SV5945,Tran Thi S5,7.21
SV5946,Le Van S6,7.62
SV5947,Nguyen Van S7,9.24
SV5948,Tran Thi S8,9.68
SV5949,Le Van S9,5.72
SV5950,Nguyen Van S0,9.63
SV5951,Tran Thi S1,7.72
SV5952,Le Van S2,5.72
SV5953,Nguyen Van S3,6.19
SV5954,Tran Thi S4,9.9
SV5955,Le Van S5,9.2
SV5956,Nguyen Van S6,9.19
SV5957,Tran Thi S7,5.88
SV5958,Le Van S8,4.88
SV5959,Nguyen Van S9,5.53
SV5960,Tran Thi S0,9.82
SV5961,Le Van S1,9.16
SV5962,Nguyen Van S2,8.3
SV5963,Tran Thi S3,4.36
SV5964,Le Van S4,4.62
SV5965,Nguyen Van S5,8.06
SV5966,Tran Thi S6,6.64
SV5967,Le Van S7,8.73
SV5968,Nguyen Van S8,5.07
SV5969,Tran Thi S9,4.51
SV5970,Le Van S0,8.72
SV5971,Nguyen Van S1,5.82
SV5972,Tran Thi S2,4.01
SV5973,Le Van S3,8.24
SV5974,Nguyen Van S4,9.7
SV5975,Tran Thi S5,6.49
SV5976,Le Van S6,8.73
SV5977,Nguyen Van S7,4.93
SV5978,Tran Thi S8,5.66
SV5979,Le Van S9,8.6
SV5980,Nguyen Van S0,6.43
SV5981,Tran Thi S1,7.27
SV5982,Le Van S2,9.51
SV5983,Nguyen Van S3,4.6
SV5984,Tran Thi S4,9.6
SV5985,Le Van S5,5.33
SV5986,Nguyen Van S6,5.58
SV5987,Tran Thi S7,5.38
SV5988,Le Van S8,8.13
SV5989,Nguyen Van S9,9.66
SV5990,Tran Thi S0,8.94
SV5991,Le Van S1,4.44
SV5992,Nguyen Van S2,8.57
SV5993,Tran Thi S3,9.92
SV5994,Le Van S4,4.54
SV5995,Nguyen Van S5,5.53
SV5996,Tran Thi S6,7.99
SV5997,Le Van S7,8.34
SV5998,Nguyen Van S8,8.06
SV5999,Tran Thi S9,4.2
SV6000,Le Van S0,9.48
SV6001,Nguyen Van S1,9.83
SV6002,Tran Thi S2,5.52
SV6003,Le Van S3,6.37
SV6004,Nguyen Van S4,9.92
SV6005,Tran Thi S5,5.69
SV6006,Le Van S6,9.81
SV6007,Nguyen Van S7,9.32
SV6008,Tran Thi S8,4.74
SV6009,Le Van S9,8.25
SV6010,Nguyen Van S0,6.4
SV6011,Tran Thi S1,6.02
SV6012,Le Van S2,5.82
SV6013,Nguyen Van S3,4.81
SV6014,Tran Thi S4,6.25
SV6015,Le Van S5,9
SV6016,Nguyen Van S6,6.29
SV6017,Tran Thi S7,6.59
SV6018,Le Van S8,4.93
SV6019,Nguyen Van S9,6.24
SV6020,Tran Thi S0,9.48
SV6021,Le Van S1,9.57
SV6022,Nguyen Van S2,5.32
SV6023,Tran Thi S3,5
SV6024,Le Van S4,6.02
SV6025,Nguyen Van S5,4.5
SV6026,Tran Thi S6,7.51
SV6027,Le Van S7,4.89
SV6028,Nguyen Van S8,8.08
SV6029,Tran Thi S9,8.54
SV6030,Le Van S0,7.88
SV6031,Nguyen Van S1,9.39
SV6032,Tran Thi S2,8.09
SV6033,Le Van S3,4.78
SV6034,Nguyen Van S4,4.01
SV6035,Tran Thi S5,4.15
SV6036,Le Van S6,6.66
SV6037,Nguyen Van S7,9.63
SV6038,Tran Thi S8,8.95
SV6039,Le Van S9,4.73
SV6040,Nguyen Van S0,9.47
SV6041,Tran Thi S1,8.67
SV6042,Le Van S2,6.07
SV6043,Nguyen Van S3,7.74
SV6044,Tran Thi S4,9.96
SV6045,Le Van S5,8.77
SV6046,Nguyen Van S6,9.85
SV6047,Tran Thi S7,5.92
SV6048,Le Van S8,4.22
SV6049,Nguyen Van S9,8.67
SV6050,Tran Thi S0,7.52
SV6051,Le Van S1,8.95
SV6052,Nguyen Van S2,9.46
SV6053,Tran Thi S3,7.13
SV6054,Le Van S4,6.33
SV6055,Nguyen Van S5,6.97
SV6056,Tran Thi S6,7.02
SV6057,Le Van S7,5.92
SV6058,Nguyen Van S8,5.96
SV6059,Tran Thi S9,5.38
SV6060,Le Van S0,9.69
SV6061,Nguyen Van S1,7.61
SV6062,Tran Thi S2,5.5
SV6063,Le Van S3,7.78
SV6064,Nguyen Van S4,5.45
SV6065,Tran Thi S5,5.77
SV6066,Le Van S6,6.82
SV6067,Nguyen Van S7,4.27
SV6068,Tran Thi S8,9
SV6069,Le Van S9,4.01
SV6070,Nguyen Van S0,8.04
SV6071,Tran Thi S1,8.96
SV6072,Le Van S2,6.2
SV6073,Nguyen Van S3,8.56
SV6074,Tran Thi S4,8.44
SV6075,Le Van S5,9.12
SV6076,Nguyen Van S6,9.95
SV6077,Tran Thi S7,7.98
SV6078,Le Van S8,8.77
SV6079,Nguyen Van S9,6.34
SV6080,Tran Thi S0,5.04
SV6081,Le Van S1,9.57
SV6082,Nguyen Van S2,8.88
SV6083,Tran Thi S3,4.23
SV6084,Le Van S4,8.74
SV6085,Nguyen Van S5,5.92
SV6086,Tran Thi S6,9.68
SV6087,Le Van S7,7.85
SV6088,Nguyen Van S8,5.34
SV6089,Tran Thi S9,9.74
SV6090,Le Van S0,7.68
SV6091,Nguyen Van S1,5.5
SV6092,Tran Thi S2,6.1
SV6093,Le Van S3,8.36
SV6094,Nguyen Van S4,5.51
SV6095,Tran Thi S5,4.88
SV6096,Le Van S6,5.29
SV6097,Nguyen Van S7,9.34
SV6098,Tran Thi S8,5.02
SV6099,Le Van S9,6.15
SV6100,Nguyen Van S0,7.39
SV6101,Tran Thi S1,7.92
SV6102,Le Van S2,4.23
SV6103,Nguyen Van S3,6.72
SV6104,Tran Thi S4,8.25
SV6105,Le Van S5,9.79
SV6106,Nguyen Van S6,9.86
SV6107,Tran Thi S7,6.71
SV6108,Le Van S8,7.58
SV6109,Nguyen Van S9,5.9
SV6110,Tran Thi S0,7.23
SV6111,Le Van S1,6.31
SV6112,Nguyen Van S2,8.25
SV6113,Tran Thi S3,5.69
SV6114,Le Van S4,4.04
SV6115,Nguyen Van S5,8.87
SV6116,Tran Thi S6,6.64
SV6117,Le Van S7,8.02
SV6118,Nguyen Van S8,7.57
SV6119,Tran Thi S9,6.41
SV6120,Le Van S0,8.88
SV6121,Nguyen Van S1,9.4
SV6122,Tran Thi S2,7.59
SV6123,Le Van S3,8.56
SV6124,Nguyen Van S4,9.12
SV6125,Tran Thi S5,9.33
SV6126,Le Van S6,6.55
SV6127,Nguyen Van S7,8
SV6128,Tran Thi S8,8.07
SV6129,Le Van S9,8.08
SV6130,Nguyen Van S0,5.56
SV6131,Tran Thi S1,6.02
SV6132,Le Van S2,6.14
SV6133,Nguyen Van S3,5.42
SV6134,Tran Thi S4,8.99
SV6135,Le Van S5,5.75
SV6136,Nguyen Van S6,9.42
SV6137,Tran Thi S7,8.58
SV6138,Le Van S8,9.54
SV6139,Nguyen Van S9,6.74
SV6140,Tran Thi S0,8.61
SV6141,Le Van S1,6.77
SV6142,Nguyen Van S2,9.62
SV6143,Tran Thi S3,8.16
SV6144,Le Van S4,5.6
SV6145,Nguyen Van S5,4.9
SV6146,Tran Thi S6,7.95
SV6147,Le Van S7,4.77
SV6148,Nguyen Van S8,5.58
SV6149,Tran Thi S9,6.2
SV6150,Le Van S0,5.89
SV6151,Nguyen Van S1,7.21
SV6152,Tran Thi S2,6.52
SV6153,Le Van S3,6.93
SV6154,Nguyen Van S4,8.68
SV6155,Tran Thi S5,8.5
SV6156,Le Van S6,5.87
SV6157,Nguyen Van S7,8.99
SV6158,Tran Thi S8,7.51
SV6159,Le Van S9,7.92
SV6160,Nguyen Van S0,6.56
SV6161,Tran Thi S1,6.32
SV6162,Le Van S2,5.8
SV6163,Nguyen Van S3,8.28
SV6164,Tran Thi S4,7.41
SV6165,Le Van S5,7.99
SV6166,Nguyen Van S6,6.34
SV6167,Tran Thi S7,8.46
SV6168,Le Van S8,4.76
SV6169,Nguyen Van S9,7.35
SV6170,Tran Thi S0,8.49
SV6171,Le Van S1,7.89
SV6172,Nguyen Van S2,8.98
SV6173,Tran Thi S3,5.29
SV6174,Le Van S4,4.93
SV6175,Nguyen Van S5,6.25
SV6176,Tran Thi S6,9.89
SV6177,Le Van S7,8.02
SV6178,Nguyen Van S8,7.8
SV6179,Tran Thi S9,9.82
SV6180,Le Van S0,4.09
SV6181,Nguyen Van S1,6.08
SV6182,Tran Thi S2,5.64
SV6183,Le Van S3,7.85
SV6184,Nguyen Van S4,6.35
SV6185,Tran Thi S5,4.72
SV6186,Le Van S6,9.87
SV6187,Nguyen Van S7,9.5
SV6188,Tran Thi S8,4.98
SV6189,Le Van S9,6.3
SV6190,Nguyen Van S0,6.98
SV6191,Tran Thi S1,7.88
SV6192,Le Van S2,8.4
SV6193,Nguyen Van S3,6.23
SV6194,Tran Thi S4,5.03
SV6195,Le Van S5,5.13
SV6196,Nguyen Van S6,7.16
SV6197,Tran Thi S7,5.17
SV6198,Le Van S8,5.07
SV6199,Nguyen Van S9,4.67
SV6200,Tran Thi S0,6.16
SV6201,Le Van S1,6.73
SV6202,Nguyen Van S2,9.46
SV6203,Tran Thi S3,8.55
SV6204,Le Van S4,4.72
SV6205,Nguyen Van S5,8.31
SV6206,Tran Thi S6,8.53
SV6207,Le Van S7,6.62
SV6208,Nguyen Van S8,7.82
SV6209,Tran Thi S9,5.76
SV6210,Le Van S0,5.56
SV6211,Nguyen Van S1,7.54
SV6212,Tran Thi S2,6.36
SV6213,Le Van S3,7.8
SV6214,Nguyen Van S4,6.55
SV6215,Tran Thi S5,6.16
SV6216,Le Van S6,7.78
SV6217,Nguyen Van S7,7.15
SV6218,Tran Thi S8,4.34
SV6219,Le Van S9,7.09
SV6220,Nguyen Van S0,6.43
SV6221,Tran Thi S1,7.48
SV6222,Le Van S2,9.19
SV6223,Nguyen Van S3,8.68
SV6224,Tran Thi S4,8.87
SV6225,Le Van S5,6
SV6226,Nguyen Van S6,4.89
SV6227,Tran Thi S7,5.44
SV6228,Le Van S8,4.57
SV6229,Nguyen Van S9,6.14
SV6230,Tran Thi S0,7.17
SV6231,Le Van S1,8.81
SV6232,Nguyen Van S2,6.45
SV6233,Tran Thi S3,6.03
SV6234,Le Van S4,7.13
SV6235,Nguyen Van S5,9.3
SV6236,Tran Thi S6,9.22
SV6237,Le Van S7,8.89
